,12,14,16,18,20,22,24
18,76696,92035,107375,122714,138053,,
19,76696,92035,107375,122714,138053,,
20,76696,92035,107375,122714,138053,,
21,76696,92035,107375,122714,138053,,
22,76696,92035,107375,122714,138053,,
23,76696,92035,107375,122714,138053,,
24,76696,92035,107375,122714,138053,,
25,76696,92035,107375,122714,138053,,
26,76246,91496,106745,121994,137243,,
27,74928,89914,104899,119885,134870,149856,
28,72829,87395,101961,116527,131092,145658,
29,69892,83871,97849,111828,125806,139785,
30,66496,79795,93095,106394,119693,132992,146292
31,63107,75728,88350,100971,113592,126214,138835
32,59770,71724,83678,95632,107586,119540,131494
33,56399,67679,78959,90239,101518,112798,124078
34,53061,63673,74286,84898,95510,106122,116735
35,49808,59770,69732,79693,89655,99617,109579
36,46679,56014,65350,74686,84022,93357,102693
37,43697,52437,61176,69916,78655,87395,96134
38,40881,49057,57233,65409,73585,81761,89937
39,38179,45815,53451,61087,68722,76358,83994
40,35616,42740,49863,56986,64110,71233,78356
41,33121,39745,46369,52994,59618,66242,72866
42,30769,36923,43077,49231,55385,61538,67692
43,28634,34361,40088,45815,51542,57269,62996
44,26694,32033,37372,42710,48049,53388,58727
45,24928,29914,34899,39885,44871,49856,54842
46,23339,28007,32675,37343,42011,46679,51346
47,21904,26285,30666,35046,39427,43808,48189
48,20586,24703,28820,32937,37055,41172,45289
49,19345,23214,27083,30952,34821,38690,42560
50,18144,21773,25401,29030,32659,36288,39916
51,16949,20339,23729,27119,30508,33898,37288
52,15758,18909,22061,25212,28364,31515,34667
53,14599,17518,20438,23358,26277,29197,32117
54,13492,16191,18889,21588,24286,26985,29683
55,12476,14971,17466,19962,22457,24952,27447
56,11556,13867,16178,18489,20800,23111,25422
57,10735,12882,15029,17176,19323,21470,23617
58,10008,12009,14011,16012,18014,20015,22017
59,9353,11223,13094,14964,16835,18705,20576
60,8754,10505,12256,14007,15758,17508,19259
61,8207,9848,11490,13131,14773,16414,18056
62,7701,9242,10782,12322,13863,15403,16943
63,7224,8669,10114,11559,13004,14448,15893
64,6767,8121,9474,10828,12181,13535,14888
65,6318,7582,8846,10109,11373,12637,13900
66,,7046,8220,9395,10569,11743,12918
67,,6512,7598,8683,9768,10854,11939
68,,,6995,7994,8993,9992,10992
69,,,6417,7334,8251,9168,10085
70,,,,6710,7548,8387,9226
