,5000,7500,10000,12500,15000,17500,20000,22500,25000,30000,35000,40000,45000,50000,55000,60000,65000,70000,75000,80000,85000,90000,95000,100000
18,0.85,1.28,1.7,2.13,2.55,2.98,3.4,3.83,4.25,5.1,5.95,6.8,7.65,8.5,9.35,10.2,11.05,11.9,12.75,13.6,14.45,15.3,16.15,17
19,0.85,1.28,1.7,2.13,2.55,2.98,3.4,3.83,4.25,5.1,5.95,6.8,7.65,8.5,9.35,10.2,11.05,11.9,12.75,13.6,14.45,15.3,16.15,17
20,0.85,1.28,1.7,2.13,2.55,2.98,3.4,3.83,4.25,5.1,5.95,6.8,7.65,8.5,9.35,10.2,11.05,11.9,12.75,13.6,14.45,15.3,16.15,17
21,0.85,1.28,1.7,2.13,2.55,2.98,3.4,3.83,4.25,5.1,5.95,6.8,7.65,8.5,9.35,10.2,11.05,11.9,12.75,13.6,14.45,15.3,16.15,17
22,0.85,1.28,1.7,2.13,2.55,2.98,3.4,3.83,4.25,5.1,5.95,6.8,7.65,8.5,9.35,10.2,11.05,11.9,12.75,13.6,14.45,15.3,16.15,17
23,0.85,1.28,1.7,2.13,2.55,2.98,3.4,3.83,4.25,5.1,5.95,6.8,7.65,8.5,9.35,10.2,11.05,11.9,12.75,13.6,14.45,15.3,16.15,17
24,0.85,1.28,1.7,2.13,2.55,2.98,3.4,3.83,4.25,5.1,5.95,6.8,7.65,8.5,9.35,10.2,11.05,11.9,12.75,13.6,14.45,15.3,16.15,17
25,1.08,1.61,2.15,2.69,3.23,3.76,4.3,4.84,5.38,6.45,7.53,8.6,9.68,10.75,11.83,12.9,13.98,15.05,16.13,17.2,18.28,19.35,20.43,21.51
26,1.08,1.61,2.15,2.69,3.23,3.76,4.3,4.84,5.38,6.45,7.53,8.6,9.68,10.75,11.83,12.9,13.98,15.05,16.13,17.2,18.28,19.35,20.43,21.51
27,1.08,1.61,2.15,2.69,3.23,3.76,4.3,4.84,5.38,6.45,7.53,8.6,9.68,10.75,11.83,12.9,13.98,15.05,16.13,17.2,18.28,19.35,20.43,21.51
28,1.08,1.61,2.15,2.69,3.23,3.76,4.3,4.84,5.38,6.45,7.53,8.6,9.68,10.75,11.83,12.9,13.98,15.05,16.13,17.2,18.28,19.35,20.43,21.51
29,1.08,1.61,2.15,2.69,3.23,3.76,4.3,4.84,5.38,6.45,7.53,8.6,9.68,10.75,11.83,12.9,13.98,15.05,16.13,17.2,18.28,19.35,20.43,21.51
30,1.41,2.11,2.81,3.52,4.22,4.92,5.63,6.33,7.03,8.44,9.85,11.25,12.66,14.07,15.47,16.88,18.29,19.69,21.1,22.51,23.91,25.32,26.73,28.14
31,1.41,2.11,2.81,3.52,4.22,4.92,5.63,6.33,7.03,8.44,9.85,11.25,12.66,14.07,15.47,16.88,18.29,19.69,21.1,22.51,23.91,25.32,26.73,28.14
32,1.41,2.11,2.81,3.52,4.22,4.92,5.63,6.33,7.03,8.44,9.85,11.25,12.66,14.07,15.47,16.88,18.29,19.69,21.1,22.51,23.91,25.32,26.73,28.14
33,1.41,2.11,2.81,3.52,4.22,4.92,5.63,6.33,7.03,8.44,9.85,11.25,12.66,14.07,15.47,16.88,18.29,19.69,21.1,22.51,23.91,25.32,26.73,28.14
34,1.41,2.11,2.81,3.52,4.22,4.92,5.63,6.33,7.03,8.44,9.85,11.25,12.66,14.07,15.47,16.88,18.29,19.69,21.1,22.51,23.91,25.32,26.73,28.14
35,2.08,3.12,4.16,5.2,6.23,7.27,8.31,9.35,10.39,12.47,14.55,16.63,18.7,20.78,22.86,24.94,27.02,29.1,31.17,33.25,35.33,37.41,39.49,41.57
36,2.08,3.12,4.16,5.2,6.23,7.27,8.31,9.35,10.39,12.47,14.55,16.63,18.7,20.78,22.86,24.94,27.02,29.1,31.17,33.25,35.33,37.41,39.49,41.57
37,2.08,3.12,4.16,5.2,6.23,7.27,8.31,9.35,10.39,12.47,14.55,16.63,18.7,20.78,22.86,24.94,27.02,29.1,31.17,33.25,35.33,37.41,39.49,41.57
