,10000,25000,50000,75000,100000,125000,150000
18,1.65,2.63,4.26,5.89,7.52,9.15,10.78
19,1.65,2.63,4.26,5.89,7.52,9.15,10.78
20,1.65,2.63,4.26,5.89,7.52,9.15,10.78
21,1.65,2.63,4.26,5.89,7.52,9.15,10.78
22,1.65,2.63,4.26,5.89,7.52,9.15,10.78
23,1.65,2.63,4.26,5.89,7.52,9.15,10.78
24,1.65,2.63,4.26,5.89,7.52,9.15,10.78
25,1.65,2.63,4.26,5.89,7.52,9.15,10.78
26,1.66,2.64,4.28,5.92,7.56,9.20,10.84
27,1.67,2.67,4.34,6.00,7.67,9.34,11.01
28,1.69,2.72,4.43,6.15,7.87,9.58,11.30
29,1.72,2.79,4.58,6.37,8.15,9.94,11.73
30,1.75,2.88,4.76,6.64,8.52,10.40,12.28
31,1.79,2.98,4.96,6.94,8.92,10.90,12.88
32,1.84,3.09,5.18,7.27,9.37,11.46,13.55
33,1.89,3.22,5.43,7.65,9.87,12.08,14.30
34,1.94,3.36,5.71,8.07,10.42,12.78,15.13
35,2.00,3.51,6.02,8.53,11.04,13.55,16.06
36,2.07,3.68,6.36,9.03,11.71,14.39,17.07
37,2.14,3.86,6.72,9.58,12.44,15.30,18.16
38,2.22,4.06,7.12,10.17,13.23,16.29,19.35
39,2.31,4.27,7.55,10.82,14.10,17.37,20.64
40,2.40,4.51,8.02,11.53,15.04,18.55,22.06
41,2.51,4.77,8.55,12.32,16.10,19.87,23.64
42,2.63,5.06,9.13,13.19,17.25,21.31,25.38
43,2.75,5.37,9.73,14.10,18.46,22.83,27.19
44,2.87,5.68,10.37,15.05,19.73,24.41,29.10
45,3.01,6.01,11.03,16.04,21.06,26.07,31.09
46,3.14,6.36,11.71,17.07,22.42,27.78,33.13
47,3.28,6.71,12.41,18.12,23.83,29.53,35.24
48,3.43,7.07,13.14,19.22,25.29,31.36,37.43
49,3.58,7.46,13.92,20.38,26.85,33.31,39.77
50,3.76,7.89,14.78,21.67,28.56,35.45,42.34
51,3.95,8.38,15.75,23.13,30.50,37.88,45.25
52,4.17,8.93,16.87,24.80,32.73,40.66,48.60
53,4.43,9.56,18.13,26.69,35.25,43.81,52.38
54,4.71,10.26,19.53,28.79,38.06,47.32,56.59
55,5.01,11.02,21.04,31.06,41.08,51.10,61.12
56,5.33,11.82,22.63,33.45,44.27,55.09,65.90
57,5.66,12.64,24.29,35.93,47.58,59.22,70.87
58,6.00,13.49,25.98,38.47,50.96,63.45,75.94
59,6.35,14.37,27.73,41.10,54.46,67.83,81.19
60,6.71,15.28,29.56,43.84,58.12,72.39,86.67
61,7.09,16.23,31.46,46.69,61.92,77.15,92.38
62,7.49,17.23,33.46,49.69,65.92,82.15,98.38
63,7.92,18.30,35.61,52.91,70.21,87.51,104.82
64,8.39,19.47,37.94,56.41,74.88,93.36,111.83
65,8.91,20.78,40.57,60.35,80.13,99.92,119.70
66,9.52,22.29,43.58,64.87,86.15,107.44,128.73
67,10.21,24.03,47.07,70.10,93.13,116.17,139.20
68,11.01,26.02,51.04,76.06,101.08,126.10,151.12
69,11.91,28.27,55.54,82.81,110.08,137.35,164.62
70,12.92,30.81,60.62,90.42,120.23,150.04,179.85
